Role1,State,Year,Type,Perc
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,74.98455837
Decision influencer,Nebraska,2018,Xtend,23.80980397
Decision influencer,Nebraska,2018,Xtend,70.2970297
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,44.42613948
Decision influencer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,40.00197687
Farmer,Nebraska,2018,Xtend,86.89581096
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,25.83732057
Farmer,Nebraska,2018,Xtend,66.63920923
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Decision influencer,Nebraska,2018,Xtend,20.00019768
Decision influencer,Nebraska,2018,Xtend,14.99913514
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,0.999934106
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,5.546403075
Farmer,Nebraska,2018,Xtend,7.776786327
Farmer,Nebraska,2018,Xtend,0
Decision influencer,Nebraska,2018,Xtend,79.9997529
Farmer,Nebraska,2018,Xtend,50
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,5.555631821
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,49.87654321
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,83.36079077
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,89.47847574
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,59.99802313
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,33.31960461
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,71.42857143
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,50
Decision influencer,Nebraska,2018,Xtend,9.995058068
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,46.65568369
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,43.73069796
Decision influencer,Nebraska,2018,Xtend,41.66460753
Decision influencer,Nebraska,2018,Xtend,65.38490781
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,83.36079077
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,50.02471577
,Nebraska,2018,Xtend,0
,Nebraska,2018,Xtend,49.96911674
Farmer,Nebraska,2018,Xtend,83.34019769
Farmer,Nebraska,2018,Xtend,50
Decision influencer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,83.33299014
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,32.00553524
Decision influencer,Nebraska,2018,Xtend,60
Farmer,Nebraska,2018,Xtend,50
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,59.97529339
Farmer,Nebraska,2018,Xtend,40
Decision influencer,Nebraska,2018,Xtend,53.37726524
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,50
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,11.4366396
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,83.33333333
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,17.55253399
Farmer,Nebraska,2018,Xtend,32.42954454
Farmer,Nebraska,2018,Xtend,100
,Nebraska,2018,Xtend,100
,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,69.42347289
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,16.63920923
Farmer,Nebraska,2018,Xtend,72.73135669
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,6.672158155
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,86.34321653
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,85.00123548
Decision influencer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,85.714437
Farmer,Nebraska,2018,Xtend,46.67215815
Decision influencer,Nebraska,2018,Xtend,89.99987645
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Decision influencer,Nebraska,2018,Xtend,41.66460753
Farmer,Nebraska,2018,Xtend,0
Decision influencer,Nebraska,2018,Xtend,80
Farmer,Nebraska,2018,Xtend,50
Decision influencer,Nebraska,2018,Xtend,54.54667985
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,48.01087225
Decision influencer,Nebraska,2018,Xtend,94.39252336
Farmer,Nebraska,2018,Xtend,34.66944872
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,69.44539776
Farmer,Nebraska,2018,Xtend,39.99011369
Farmer,Nebraska,2018,Xtend,0
Decision influencer,Nebraska,2018,Xtend,60.00148262
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,50
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,94.44063143
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,50
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,93.33322351
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,61.11187371
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,13.32784185
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,75
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,87.49984556
Decision influencer,Nebraska,2018,Xtend,80.00197682
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,50
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,86.50814854
Decision influencer,Nebraska,2018,Xtend,0.333172719
Decision influencer,Nebraska,2018,Xtend,86.66644702
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Farmer,Nebraska,2018,Xtend,0
Decision influencer,Nebraska,2018,Xtend,81.24845565
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,61.53863699
Decision influencer,Nebraska,2018,Xtend,83.33299014
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,15.99950581
Decision influencer,Nebraska,2018,Xtend,60.00148262
Decision influencer,Nebraska,2018,Xtend,25
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,80.00197682
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,48.59299931
Farmer,Nebraska,2018,Xtend,100
Farmer,Nebraska,2018,Xtend,100
Decision influencer,Nebraska,2018,Xtend,83.33299014
Farmer,Wisconsin,2019,Xtend,24.69135802
Decision influencer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,50.41322314
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,3.33470564
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,70.19064125
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,33.27841845
Farmer,Wisconsin,2019,Xtend,16.90140845
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,16.00790514
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,50
Decision influencer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,50
Farmer,Wisconsin,2019,Xtend,49.38271605
Decision influencer,Wisconsin,2019,Xtend,80.00658762
Decision influencer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,40.00592827
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,26.2295082
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,60
Decision influencer,Wisconsin,2019,Xtend,26.66644711
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,60.3960396
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,46.15384615
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,53.28947368
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,49.95884774
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,24.25742574
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,52.46753247
Farmer,Wisconsin,2019,Xtend,35.58823529
Farmer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,33.3470564
Farmer,Wisconsin,2019,Xtend,42.85714286
Decision influencer,Wisconsin,2019,Xtend,75.00308756
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,40.00592827
Decision influencer,Wisconsin,2019,Xtend,87.49614078
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,19.23241343
Decision influencer,Wisconsin,2019,Xtend,26.31305252
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,9.980237154
Decision influencer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,65.2169244
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,87.52316245
Decision influencer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,60.00395218
Farmer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,55.55555556
Farmer,Wisconsin,2019,Xtend,32.65306122
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,1.646768217
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,0
Farmer,Wisconsin,2019,Xtend,100
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,66.6529436
Decision influencer,Wisconsin,2019,Xtend,62.50385922
Decision influencer,Wisconsin,2019,Xtend,37.49227918
Farmer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,100
Decision influencer,Wisconsin,2019,Xtend,0
Decision influencer,Wisconsin,2019,Xtend,53.33443109
Decision influencer,Wisconsin,2019,Xtend,68.17875589
Farmer,Wisconsin,2019,Xtend,32.65306122
Decision influencer,Nebraska,2019,Xtend,46.67215815
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,80.00988386
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,49.98764517
Decision influencer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,10.00012355
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,29.87654321
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,40
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,89.28640768
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,79.99980232
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,94.99993823
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
,Nebraska,2019,Xtend,42.09157128
Farmer,Nebraska,2019,Xtend,50
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,74.98455837
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,59.99960464
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,35.00043242
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,50.02471577
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,59.99802313
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,39.99940696
Decision influencer,Nebraska,2019,Xtend,24.99938224
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,50
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,97.14769839
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,59.99802313
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,92.85537788
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,50
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,87.49691129
Decision influencer,Nebraska,2019,Xtend,92.30754609
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
,Nebraska,2019,Xtend,100
,Nebraska,2019,Xtend,49.96911674
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,59.99802313
Decision influencer,Nebraska,2019,Xtend,80
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,87.5
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,40.00494193
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,46.14215127
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,6.672158155
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,85.00123548
Decision influencer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,89.99987645
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,95.99703484
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,66.66666667
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,87.49691129
Farmer,Nebraska,2019,Xtend,80.02965892
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,83.33299014
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,49.99588172
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0.065897858
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,94.44436818
Decision influencer,Nebraska,2019,Xtend,90.00222392
Farmer,Nebraska,2019,Xtend,34.3220339
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,86.50814854
Decision influencer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Farmer,Nebraska,2019,Xtend,0
Decision influencer,Nebraska,2019,Xtend,87.5
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,90.90896838
Decision influencer,Nebraska,2019,Xtend,86.66644702
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,80.00197682
Decision influencer,Nebraska,2019,Xtend,37.5
Farmer,Nebraska,2019,Xtend,100
Decision influencer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,100
Farmer,Nebraska,2019,Xtend,46.14215127
Decision influencer,Nebraska,2019,Xtend,94.99993823
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,12.24489796
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,59.375
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Decision influencer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,100
Farmer,Wisconsin,2017,PRE,0
Farmer,Wisconsin,2017,PRE,0
